word,pronunciation,word_type,definitions,examples,pl
vũuzele,vũ̀ũ̀zɪlɪ̀,,,,
Wa,wǎ,n,,,
wa,wà,v,,,
wa,wá,part,,"Te na wa tara ka zivɛlmɛ la. By the time we arrive, it will be daybreak. waa [wàá] n. yam",
waa,wàá,v,,"A tomɔ waa la yaga. The work is plenty. (2) to resemble, to be like, A biiri waa ŋa yeere. The children are like twins. waabo [wáábʊ́] n. snake",
waale,wáálɪ,,,,
waale,wáálɪ,,,,
waale,wáálɪ,,,,
waaleŋ,wààlɪ̂ŋ,n,,,
waaleŋ,wààlɪ̂ŋ,adj,,,
waaloŋ,wààlʊ̂ ŋ,n,,,
Waaloo,wáálʊ̀ ʊ̀,n,,,
waane,wáánɪ,,,,
waare,wààrɪ,,,"A bie ɔŋ la tɛne waare o ma. The child has smeared the mother with soil. waarɛɛ, waara, waara, waareba, waaraa",
waare,wáárɪ,,,A moɔ da e la mɔmaara lɛnso ka ba di kyɛ waare. The grass was green and that is why when they attempted burning it it did not burn.,
waaroŋ,wààrʊ́ŋ,n,,,
wadɛre,wàdɛrɪ́,,,,
wadɛrɛɛ,wàdɛrɛ́ ɛ́,,,,
wagere,wàgrɪ,,,,
wagyɛ,wàdzɛ̀,n,,,
walaa,wáláà,n,,,
walanse,wálánsɪ,,,,
walpelaa,wàlpɪlàà,,,,
walpieli,wàlpíélí,n,,,
walpieluu,wàpíélúú,n,,,
walsugo,wálsúgó,n,,,
walsunni,wàlsúnnì,n,,,
walwoɔ,wàlwʊ́ɔ́,n,,,
wanwɛ,wánwɛ,,,"Ba toŋ la a bie ka o deɛ gaa te wanwɛ. When they sent the child, he left and never returned. wanwɛɛ, wanaweɛrɛ, wanweɛrɛ, wanweɛrebɛ, wanweɛraa",
waŋene,wáŋɪnɪ́,,,,
waŋmane,wàŋmánɪ,,,,
ware,wárɪ,,,,
ware,wárí,adv,,"A teŋɛ dɔbɔ zaaŋ e weɛ, ware. All the men in the town have gone to the farm; not even one was left behind.",
ware,wárɪ,,,,
warebiri,wárɪbírì,,,,
warema,wárɪmá,,,,
wasaaloŋ,wàsáálʊ́ŋ,n,,,
wasege,wàsɪgɪ́,,,,
wasɔŋɔ,wàsɔ́ŋ,n,,,
wasugo,wàsúgó,n,,,
waweɛlɛ,wàwɪɛ́ lɛ́,,,,
wazɪɛ,wázɪɛ̀,,,,
we,wé,interj,,,
wẽderɛ,wɪdɪ̃́ rɛ́,,,,
weene,wɪɪ̀ nɪ̀,,,,
weɛ,wɪɛ̀,,,,
weɛ,wɪɛ̀ ̀,v,,,
weɛ,wɪɛ́,,,"A kpogili la weɛ o ka lɛ naane o zu da na ŋmare la. He would have broken his head but he was saved by the crash helmet. weɛɛ, weɛrɛ, weɛrɛ, weɛrebɛ, weɛraa",
weɛ,wɪɛ́,,,,
wẽɛ,wĩɛ́ ̀̃,adv,,"Dabuo la na de o sakuuri maakyeebo wẽɛ. Dabuo will lead his school at the parade ground. wẽɛ [wɪɛ̀̃ ̀̃] v. to be wild, to be untamed, to be out of control wẽɛɛ, weɛnɛ, weɛnɛ, weɛnemɛ, weɛnaa",
weɛle,wɪɛ́ lɪ́,,,,
weɛle,wɪɛ́ lɪ́,,,,
weɛle,wɪɛ̀ lɪ́,,,,
weɛlɛ,wɪɛ̀ ̀lɛ,,,,
weɛlɛ,wɪɛ́ ̀lɛ̀,adj,,"Fo gɛrɛ la be weɛlɛ, o koŋ leɛ ka fo. You are going there for nothing; she will not mind you. (2) free, A doroba de la a pɔgenaŋaa gaa ne a dɔɔta weɛlɛ. The driver took the old woman to the hospital free of charge.",
weɛmɛ,wɪɛ̀ ̀mɛ,,,,
wegere,wɪgrɪ̀,,,,
welaa,wɪláá,,,,
wele,wɪlɪ́,,,,
wele,wɪlɪ́,,,,
wele,wɪlɪ́,,,,
wele,wɪlɪ́,,,,
welɛnwelɛŋ,wɪlɛ̀ nwɪ́ lɛ̀ ŋ,,,,
welɛwelɛ,wɪlɛ̀ ̀wɪlɛ̀ ̀,adv,,,
weli,wélí,n,,,
weliweli,wélwél,adv,,,
welle,wɪllɪ́,,,,
welli,wéllì,v,,,
wenne,wɪnnɪ̀,,,,
bare,wìrɪ-̀ bàrì,v,,,
werekao,wírɪkáʊ́ ̀,n,,Lɔɔre la le ne o ka a o gbɛre nyɛ werekao. A car crash has caused a wound on his leg.,
werewere,wɪrɪ́ wɪ́	rɪ́,,,,
werɛ,wɪrɛ̀,,,,
werɛ,wɪrɛ́,,,,
werɛ,wɪrɛ́,,,"O baloo na zaa kyɛ werɛ la, o ba nyɛ a libie. All his suffering has been in vain; he did not get the money.",
werɛwerɛ,wɪrɛ́ wɪ́ rɛ́,adj,,,
weri,wérí,adv,,,
weroo,wɪrʊ́ ́ʊ́,adj,,,
wɛ,wɛ̀,adv,,"Ba nyɛ la a bonzuuri o dieŋ, ona la zu wɛ? They found the stolen items in his room, he stole them then? (2) then, Ka fo wa pagra foŋ de wẽɛ̃ wɛ. If you are in a haste then take the lead.",
wɛ,wɛ,,,"Sugo kpɛ la a dɔɔ wasege, a waare zaaŋ wɛ. Termites have invaded the man’s yam barn; all the yams are destroyed. (2) to be lost forever wɛɛ, weɛrɛ, weɛrɛ, weɛrebɛ, weɛraa",
wɛ,wɛ,,,"Nyɛ dɔɔ naŋ wɛ, haali o koŋ tõɔ̃ zɛle a pelee. See how useless the man is; he cannot even lift the small basket.",
wɛbaa,wɛ̀báá,n,,,
wɛdoŋɔ,wɛ̀dʊ́ŋɔ́,n,,,
wɛge,wɛgɪ́,,,,
wɛge,wɛ̀gɪ,,,,
wɛge,wɛgɪ́,,,,
wɛgere,wɛ̀grɪ,,,,
wɛgɛ,wɛgɛ́,,,,
wɛkaraa,wɛ̀káráá,n,,,
wɛle,wɛlɪ́,,,,
wɛlɛmbɛll,wɛ̀lɛ̀mbɛ̀ll,adv,,,
wɛnaabo,wɛ̀náábʊ̀,n,,,
wɛnoɔ,wɛnʊ́ ́ɔ́,n,,,
wɛnu,wɛnú,,,,
wɛnwɛrɛɛ,wɛnwɛ̌	rɛ́	ɛ́,,,,
wɛnyuo,wɛnyúó,,,,
wɛre,wɛ̀rɪ,,,,
wi,wí,v,,,
wĩeu,wĩẽ́ ́ṹ,adj,,,
wigiri,wígrì,v,,,
wiiruŋ,wíírúŋ,n,,,
willi,wìllì,v,,"A saseɛ da waa la kpeɛŋaa, a da da a gboe zaa willi a mane poɔ. The wind was so strong that it capsized all the boats on the sea. (2) to heave over willee, wille, wille, wilibe, willaa, wilibe",
wire,wíré,adv,,,
wiri,wìrì,v,,,
buuli,wìrì-búúló,n,,,
wiridaa,wìrìdáá,n,,,
wiriduoruŋ,wìrìdúórúŋ,n,,,
eɛraa,wìrì-ɪɛ́ ráá,,,,
wirigoɔ,wìrìgʊ́ɔ́,n,,,
wirikogi,wìrìkógí,n,,,
wirikuoluu,wìrìkúólúú,n,,,
wirilee,wìrìléé,n,,,
wirinyaŋaa,wìrìɲáŋáá,n,,,
wirizoore,wìrìzʊ́ʊ́rɪ,,,,
wirizoore,wìrìzʊ́ʊ́rɪ,,,,
wirizoore,wìrìzʊ́ʊ́rɪ,,,,
wirizɔɔnɔ,wìrìzɔ́ɔ́nɔ́,n,,,
wofẽɛ,wʊ̀ fɪɛ́,,,,
wofeɛmaa,wʊ́fɪɛ́ máá,,,,
wofuoraa,wʊ̀ fúóráá,n,,,
Wogi,wògí,n,,,
wogi,wógì,adj,,,
wogiri,wògrì,v,,,
wogiroŋ,wògròŋ,adj,,,
wogoko,wógókó,adv,,,
wokpale,wʊ̀ kpálɪ,,,,
wola,wʊ́là,pron,,"Wola ka te na e maale a pɔgebilii bayi bama yelbawontaa ŋa? How are we going to settle the misunderstanding between the two girls? (2) why (interrogative pronoun), Wola la ka fo la zeŋe zomm lɛ? Why are you sitting so quietly? (3) what (interrogative pronoun), O yeli ka wola? What did s/he say?",
wolaa,wʊ́láá,adj,,,
woli,wólí,n,,,
woliwoli,wòlwòlí,v,,,
wolle,wʊ́llɪ,,,,
wolomboll,wòlòmbòll,adj,,,
wolonwoloŋ,wólónwólóŋ,adv,,,
woloŋ,wʊ́lʊ́ŋ,n,,,
wolowolo,wólówóló,adj,,,
wonaa,wónáá,n,,,
wontaa,wǒntáá,n,,,
woŋi,wòŋ,v,,"N ba teɛre ka o woŋi a yɛlɛ te naŋ yeli. I don’t think s/he has heard what we said. (2) to refuse to listen or internalize what has been said (idiomatic usage) woŋee, wono, wono, wonimo, wonaa, wonimo",
woŋi,wòŋ,v,,"Ka fo toboŋ beɛrɛ ka fo ba kaa a zu velaa fo na woŋi la. If you have a disease of the ears and you do not take good care of them, you will be deaf. woŋee, wono, wono, wonimo, wonaa, wonimo",
woŋi,wòŋ,v,,"Ba ŋmɛ la baa ka a woŋi ka o nyɛ, bini. When they hit the dog it felt so much pain that it defecated. woŋee, wono, wono, wonimo, wonaa, wonimo woŋ noɔ to enjoy, to be glad woŋ tuo to suffer",
woŋi,wòŋ,v,,"Zenɛ, Ayuo zeɛre ŋa nyɛnnoo ba woiŋ. Today, there was not the right amount of salt in Ayuo’s soup. woŋee, wono, wono, wonimo, wonaa, wonimo",
woŋo,wòŋó,n,,,
woo,wʊ́ʊ̀,n,,,
woo,wóó,interj,,,
woɔ,wʊ̀ ɔ̀,v,,"A seŋkãã paale la a pelee zuo, yɛ woɔ ka a ta yaara. The basket is too full; remove some of the groundnuts so it does not spill. (2) to become smaller, Dabuo da ba poɔrɔ kyɛ beri ayi ŋa o woɔ la o zaa. Dabuo used to be plump, but recently he has gotten smaller. woɔɛ, woɔrɔ, woɔrɔ, woɔreba, woɔraa",
woɔle,wʊ̀ ɔ̀lɪ,,,,
wore,wʊ́rɪ,,,,
woroto,wʊ̀ rʊ̀ tʊ̀,adv,,,
woyaara,wʊ̀ yáárá,n,,,
wɔge,wɔ̀gɪ,,,,
wɔge,wɔ̀gɪ,,,,
wɔgele,wɔ̀glɪ,,,,
wɔgele,wɔ̀glɪ,,,,
wɔgele,wɔ̀glɪ,,,,
wɔgere,wɔ́grɪ,,,,
wɔne,wɔ́nɪ,,,,
wɔne,wɔ́nɪ,,,,
wɔŋe,wɔ́ŋ,v,,,
wɔŋkampɔre,wɔ́ŋkámpɔ́rɪ,,,,
wɔɔ,wɔ̀ɔ́,n,,,
wɔɔ,wɔ́ɔ́,v,,,
wɔɔ,wɔ́ɔ́,v,,,
wɔɔ,wɔ̀ɔ̀,v,,,
wɔɔ,wɔ́ɔ̀,n,,,
wɔɔgbɛre,wɔ́ɔ̀gbɛrɪ́,,,,
wɔɔgbɛre,wɔ́ɔ̀gbɛrɪ́,,,,
wɔɔkye,wɔ̀ɔ́ʧɪ,,,,
wɔɔnu,wɔ́ɔ́nù,n,,,
wɔɔnyene,wɔ́ɔ́ɲɪnɪ́,,,,
wɔɔreŋ,wɔ̀ɔ́rɪŋ,,,,
wulee,wúléé,n,,,
wuli,wùlì,v,,,
wuliwullo,wùlwúlló,n,,,
wuluu,wúlúú,n,,,
bonteɛre,wúlúú bʊ́ntɪɛ́ rɪ́,,,,
yelsɛgreminni,wúlúú yèlsɛgrɪ́ bínní,,,,
wuo,wùò,v,,,
wuo,wúò,v,,,
wuo,wúò,v,,,
wuoraa,wúóráá,n,,,
wurimo,wúrímó,n,,,
wurowuro,wùròwùrò,adv,,,
wuu,wùù,adv,,"Yuoni ŋa saa miire la wuu lɛ. This year it has been raining unceasingly. (2) having many instances, Zenɛ, koe deɛ waa la wuu lɛ. Today, funerals are commonplace.",
wuuri,wúúrí,v,,,
ya,yá,v,,,
yaa,yàá,n,,,
yaa,yáà,v,,,
yaa,yàà,interj,,,
yaa,yàà,v,,,
yaa,yàà,part,,"Yaa, vɛŋe ka o meŋ tu o deme. Oh, do allow him to tell his part of the story, too.",
yaa,yáá,adv,,O yeli ka boŋ yaa? What did she really say?,
yaa,yáá,n,,,
yaale,yáálɪ,,,,
yaale,yáálɪ,,,,
yaale,yáálɪ,,,,
yaane,yáánɪ,,,"Dagaaba ba deɛnɛ ne ba yaane puoruu. The Dagaaba do not joke with their greetings. (2) thanks, gratitude, Yɛ taa la yaane puoruu ne yɛ tonsonne yɛ naŋ toŋe. You deserve our gratitude for your good work. 2",
yaane,yáánɪ,,,N koŋ la tõɔ̃ gaa yaane kpɛ ma la. I can’t go again; I’m tired. 2,
yaantulimo,yáántúlímó,n,,,
yaara,yààrá,adv,,Kyaanaa ba yaara ŋmaroo. A mirror breaks easily.,
yaare,yààrɪ,,,"A boɔraa la puri lɛnso ka a a kyi yaare a sori zu zaa. The bag is burst and that is why the millet is scattered all over the road. (2) to enlarge, to widen, A pelee ŋa noɔre yaare gaŋ la n boɔbo. The mouth of this basket is too large for my liking. (3) to perform final rites of widowhood, Ka banaŋ ba yaare kodɔɔ bee kopɔge o ba taa sori na toŋ sɛŋgaŋ toma. Until the final widowhood rites are performed neither the widow nor the widower can engage in sex. (4) to pester (typically used with noɔre), Ba yaare la n noɔre ne ba pɔge na yɛlɛ ka N te bale. They pestered me about their woman’s case until I became fed up. yaarɛɛ, yaara, yaara, yaareba, yaaraa, yaareba",
yaaroŋ,yààrʊ̂ ŋ,n,,,
yãayiri,yã́ã́yírì,n,,,
yabapa,yàbàpà,adv,,,
Yaga,yágá,n,,,
yaga,yágà,adj,,,
yage,yágɪ,,,"Uoni saŋa Dagaaba maŋ yage la baa, a na nyɛ kõɔ̃. During the dry season, the Dagaaba dredge wells in order to get water. (2) to increase in size e.g. a sore, Ka onaŋ ba gaa asibiti o fele na na yage la. If she does not go to the hospital, her sore will develop into an ulcer. yagɛɛ, yagra, yagra, yagreba, yagraa",
yage,yàgɪ,,,,
yage,yàgɪ,,,,
yage,yágɪ,,,"N ba boɔrɔ ka N yage a woɔ poɔ boma, a taa la dabẽɛ. I don’t want to empty the contents of the bag because they are frightening. yagɛɛ, yagra, yagra, yagreba, yagraa",
yage,yágɪ,,,"A bie nyɛ la a saana a deɛ yage nimie eŋ. When the child saw the stranger, he gave him a fixed look. yagɛɛ, yagra, yagra, yagreba, yagraa",
yagekɔɔlare,yágɪkɔ́ ́ɔ́lárɪ,,,,
yagekɔɔre,yàgɪkɔ̀ ́ɔ́rɪ,,,,
yagelaa,yágɪláà,,,,
yagele,yáglɪ,,,,
yageraa,yágéráá,n,,,
yagere,yágrɪ,,,,
yagere,yágrɪ,,,,
yagere,yàgrɪ,,,,
yakpolo,yàkpólò,n,,,
yammo,yámmʊ́,n,,,
yaa,yán-yáà,n,,,
yanyaare,yàɲáárɪ,n,,,
yeebaa,yɪɪ́ báá,,,,
yeelaa,yɪɪ́ láá,,,,
yeele,yɪɪ̀ lɪ̀,,,,
yeele,yɪɪ̀ lɪ̀,,,,
yeere,yɪɪ́ rɪ́,,,"O pɔge naŋ kpi zaa, o deɛ tori la yeeroo yeerɛ. Since his wife’s death he has been suffering emotional distress. yeerɛɛ, yeerɛ, yeerɛ, yeerebɛ,",
yeɛle,yɪɛ́ lɪ́,,,"A dɔbɔ ŋmɛ la a kyi ka a pɔgeba te yeɛle. The men threshed the millet and the women winnowed it. yeɛlɛɛ, yeɛlɛ, yeɛlɛ, yeɛlaa, yeɛlebɛ, yeɛloo",
yeɛle,yɪɛ́ lɪ́,,,"A saa ba mi soŋe, yeɛloo ka o yeɛle.",
yeɛle,yɪɛ́ lɪ́,,,"Ba nyɔge la nannyige ka noba deɛ yeɛle tu. A thief was arrested and many people ran after the team. -, yeɛlɛ, yeɛlɛ,",
yeɛre,yɪɛ̀ ̀rɪ,,,,
yeɛre,yìɛrɪ́,,,,
yelbaaloŋ,yèlbààlʊ́ŋ,n,,,
yelbaboɔraa,yèlbʊ́ɔ́ráà,n,,,
yelbalaa,yèbáláá,n,,,
yelbalee,yèlbàlɪɪ̀,,,A yelbalee ŋa eŋɛ la ka o ne o pɔge dare zɔɔ taa. It was because of this particular issue that he quarreled with his wife. Var. yelbalaa,
yelbanna,yèbánná,n,,,
yelbaŋ,yèlbàŋ,n,,,
yelbaŋena,yèbáŋɪná,,,,
yelbeɛ,yèlbɪɛ́,,,,
yelbieri,yèlbíérí,n,,,
yelbiri,yèlbírì,n,,,
yelbitɔnnaa,yélbítɔ̀nnáà,n,,,
yelboɔraa,yèlbʊ́ɔ́ráá,n,,,
yelboɔraa,yèlbʊ́ráá,n,,,
yelbuli,yèlbúlí,n,,,
yeldaa,yèldáà,n,,,
yeldaaraa,yèldàárà,n,,,
yeldeebo,yéldɪɪ́ bʊ́ ́,n,,,
yeldɛgere,yèldɛgɪ́ rɪ́,,,,
eebo,yèl-ɪɪ́ bʊ́ ́,n,,,
yelɛnyelɛŋ,yɪlɛɲɪ́ lɛ́ ŋ,,,,
yelfaa,yèlfáà,n,,,
e,yèlfà-ì,n,,,
erɛ,yèlfà-ɪrɛ́,,,,
yelferaa,yèlfɪráà,,,,
yelfogilo,yèlfógló,n,,,
yelfoli,yèlfòlí,n,,,
yelfuoni,yèlfùònì,n,,,
yelgalema,yèlgálɪmá,,,,
yelgbɔge,yèlgbɔ́gɪ,,,,
yeli,yélí,n,,"Ta bɔ yeli ko o, vɛŋe o ka o gɛrɛ. Don’t put him into any trouble; allow him to go. (2) matter, Yeli ne o yelmeŋɛ N zãa ba gaa be. As a matter of fact I did not go there.",
yeli,yélí,n,,Fo na baŋ de la eronwuluu yelbiri maale ne yɛlɛ? Can you construct a sentence with an adverb?,
yeli,yèlì,v,,"N teɛre ka o yeli la a yɛlɛ ko o ma. I guess she has has informed her mother about it. (2) to rebuke, O daare yeli la o pɔgeyaa lɛɛ ka o te kono. He rebuked his daughter until she wept. yelee, yele, yele, yelibe, yelaa,",
yelkaama,yèlkáámá,n,,,
yelkãasɛgere,yèlkã́ã́sɛgrɪ́,,,,
yelkãayelli,yèlkã́ã́yéllí,n,,,
yelkabeɛ,yélkábɪɛ́,,,,
lige,yélígè,n,,Lɛ a pɔge naŋ e saŋe a baaloŋ e la yellige. The way the woman was able to cure the patient is a mystery.,
lige,yèl-lígè,adj,,A dɔɔ na maŋ tona la yel-lige toma. That man performs mysterious deeds.,
yelmaalaa,yèlmààláà,n,,,
yelmaalaa,yèlmààláà,n,,,
yelmaaroŋ,yèlmáárʊ́ŋ,n,,,
yelmannaa,yèlmànnáà,n,,,
yelmanne,yélmánnɪ,,,,
yelmeŋɛ,yèlmɪŋɛ́,,,,
yelnimiri,yènímírì,n,,,
yelnɔnaa,yèlnɔ́náà,n,,,
yelpaala,yèlpáálà,n,,,
yelpɛgere,yèlpɛgrɪ́,,,,
yelsaana,yèlsáánà,n,,,
yelsaana,yèlsááná,n,,,
yelsaanaa,yèlsáánáá,n,,,
yelsoŋ,yèlsʊ̀ ŋ,n,,,
yelsɔgelaa,yèlsɔ́gláà,n,,,
yeltegeroŋ,yèltɪgrʊ́ ́ŋ,n,,,
yeltoloŋ,yèltʊ́lʊ́ŋ,n,,,
yeltɔgelaa,yèltɔ̀gláà,n,,,
yeltɔre,yèltɔ̀rɪ,,,,
yeltulimo,yèltúlímó,n,,,
yeltuluu,yèltúlúú,n,,,
yeltuo,yèltúó,n,,,
yeltuuraa,yèltùùráà,n,,,
yeluu,yélúú,n,,,
yelwiiri,yèlwíírí,n,,,
yelwono,yèlwónó,n,,,
yelwontaa,yèlwòntàá,n,,,
yelyelbaraa,yèlyèlbàráà,n,,,
yelyeluu,yèlyélúú,n,,,
yelzagera,yèlzágrá,n,,,
yeme,yèmé,n,,,
yempɔge,yèmpɔ́gɪ,,,,
yempɔge,yèmpɔ́gɪ,,,,
yendɔɔ,yèndɔ́ɔ́,n,,,
yeni,yénì,adj,,,
yensogɔ,yénsʊ́gɔ́,n,,,
yeŋ,yêŋ,adv,,,
yɛ,yɛ̀,v,,,
yɛ,yɛ̀,v,,Ka a tontonmaŋ wa yɛ ba iri. When the workers are tired they can stop. Var. yɛɛ,
yɛ,yɛ̀,adj,,Maa eŋ yɛɛ la ne,
yɛɛ,yɛ̀ɛ,,,"A dɔɔ na bat aa nimizeɛ yel-yɛɛ yoŋ ka o maŋ yele. That man is not serious he is always talking of unimportant matters. (2) uncultivated (of crops that sprout on a field on which the crop was previously cultivated), Seŋkãã yɛɛ pɔge la a gbannaa zaa ka fo na teɛre ka ba kɔɛ la. Uncultivated groundnuts has covered the former groundnut farm and you would think that it is cultivated.",
yɛle,yɛlɪ́,,,,
yɛle,yɛ̀lɪ,,,,
yɛlɛ,yɛlɛ́,,,,
yɛloŋ,yɛlʊ́	́ŋ,adj,,,
yɛmbaŋ,yɛmbàŋ,,,,
yɛmbaŋena,yɛmbáŋɪ́	ná,,,,
yɛmbile,yɛmbílé,n,,,
yɛnwuli,yɛnwúlì,,,,
yɛnwuluu,yɛnwúlúú,,,,
yɛnyɛŋ,yɛɲɛ́ ŋ,adv,,"Yɛŋ de a bie gaa ne sakuuri. Try and take the child to school. yɛŋe [yɛ̂ŋ] adj. intelligent, A pɔgelee na taa la yɛŋe. That girl is intelligent.",
yɛŋe,yɛ̂ŋ,n,,A bie yɛŋ ba seŋ bone. The child has very little knowledge.,
yɛre,yɛ̀rɪ,,,,
yɛre,yɛ̀rɪ,,,"Ka fooŋ na yɛre ferebo la ka fo taa libima. If you want to engage in business, you must have some capital. yɛrɛɛ, yɛrɛ, yɛrɛ, yɛreba, yɛraa, yɛreba",
yɛre,yɛrɪ́,,,,
yɛre,yɛrɪ́,,,,
yɛre,yɛrɪ́,,,A bibiiri gaa pɛ la seŋkãa yɛɛ. The children went harvesting wild groundnuts.,
yɛreyɛrɛ,yɛ̀ryɛrɛ́,,,,
yɛroŋ,yɛrʊ́ ́ŋ,n,,"Te naŋ yi ka te gaa a kpaaroŋ la ka saa deɛ wa miire. As we went out to go to the farm, it started raining. (2) to divorce (by a woman), A dɔɔ nɔŋ la o pɔge ŋmeɛbo lɛnso ka o yi. The man likes beating his wife and that is why she has divorced him. yie, yire, yire, yiribe, yiraa,",
yi,yí,v,,"Fo ba pɛge a laa ne fanfane a zuiŋ o ba yi. You did not wash the bowl with soap and so it is not clean. yie, yire, yire, yiribe, yiraa, yiribe",
yi,yí,v,,"A bie ŋa yi la o ma yaga. This child resembles the mother very much. yie, yire, yire, yiribe, yiraa, yiribe",
yi,yí,v,,"Ba kɔ la a koɔlɔ ŋa ka o te yi, ka fooŋ kɔ o a ba eŋ kuoluŋ fo koŋ nyɛ bonezaa. Several years of farming on this land has made it infertile and if you farm it without applying fertilizer to it you won’t get any good yield. yie, yire, yire, yiribe, yiraa, yiribe",
yi,yí,v,,"Ba naŋ zaameŋ ba pɔge a dãã noɔre na la so ka o yi. Because the beer was not covered, it has lost its taste. yie, yire, yire, yiribe, yiraa, yiribe",
yidaampɔge,yídààmpɔ́gɪ,,,,
yidaana,yídááná,n,,,
yidaandɔɔ,yídààndɔ́ɔ́,n,,,
yideme,yídèmé,n,,,
yĩe,yĩẽ̀ ̀,v,,,
yieli,yíélì,v,,,
yieluŋ,yíélúŋ,n,,,
yieme,yìèmé,n,,,
yieri,yìèrì,v,,"Ka dabeɛŋ wa kpɛ karaa, o maŋ yieri la o zu ne o kɔkɔrɛɛ. When a cobra is frightened, it spreads out its head and neck.",
yĩeu,yĩẽ́ ́ṹ,n,,,
yigileŋ,yígléŋ,adv,,"A bie dɔŋɛɛ la ka o zu deɛ waa yigileŋ lɛ. The child has grown so lean that his head is literally perching on his neck. yi kyeɛ [yí ʧɪɛ́ ]́ adj. uninteresting, boring",
yinni,yìnnì,v,,"N yeli la a kpaaroŋ yɛlɛ ko fo ta erɛ wa yinni. I told you about the meeting, so don’t forget. (2) collect farm yield (e.g. grains, nuts) left behind after the main harvest, glean, Ka banaŋ wa pɛ seŋkãã baare bibiiri maŋ gaa te yinni la a gbannaa poɔ. After the main groundnuts harvest, children would normally go to the field to glean. yinnee, yinne, yinne, yinime, yinnaa, yinime Var. inni",
yiri,yírì,n,,,
yivilime,yívílímé,n,,,
yobie,yóbíé,n,,,
yofuu,yófúù,n,,,
yogi,yógí,v,,,
yogi,yògì,adj,,A zɛvaare ba yogi. There is not enough of the vegetable.,
yogili,yòglì,v,,,
yogoko,yógókó,adv,,,
yokyigiraa,yòkyìgìráà,n,,,
yololo,yólóló,adv,,,
yoluŋ,yólúŋ,adj,,,
yombo,yómbó,n,,,
yontaa,yòntáá,n,,,
yoŋ,yôŋ,adj,,,
yoo,yóó,interj,,"Yoo, bieo te na gaa la. Okay tomorrow we shall go. (2) be informed, A toma ŋa fo yoŋ la so a yoo? Be informed that that work is for you alone. yoɔ [yʊ̀ ɔ̀] v. to stop raining Var. gyere",
yoɔbo,yʊ́ɔ́bʊ̀,n,,,
yoɔbo,yʊ́ɔ́bʊ́,n,,,
yoɔbo,yʊ̀ ɔ̀bʊ́,adj,,,
yoɔle,yʊ́ɔ́lɪ,,,,
yoɔne,yʊ́ɔ́nɪ,,,,
Yoɔraa,yʊ́ɔ́ráá,n,,,
yoɔraa,yʊ́ɔ́ráà,n,,,
yoɔre,yʊ̀ ɔ̀rɪ,,,,
yoɔre,yʊ̀ ɔ̀rɪ,,,,
yopõi,yòpṍĩ,,,,
yopɔgeraa,yòpɔ̀gràà,n,,,
yoreyoree,yʊ̀ rɪyʊ̀ ́rɪ,,,,
yori,yòrì,v,,,
yori,yórì,v,,,
yorombiri,yórómbírí,n,,,
yorɔyorɔ,yʊ́rɔ́yʊ́rɔ́,adv,,,
yosãa,yósã̀ã̀,n,,,
yɔ,yɔ́,v,,,
yɔge,yɔ̀gɪ,,,,
yɔgele,yɔ́glɪ,,,"Sẽɛ̃ yɔgelɔ la ka suŋkpulo kyoɔrɔ. The farming season is coming round; hence, dawdaw trees are flowering. yɔgelɛɛ, yɔgelɔ, yɔglɔ, yɔgeleba, yɔgelaa",
yɔgere,yɔ̀grɪ,,,,
yɔgere,yɔ́grɪ,,,Ba leŋ la a tuobu kyɛ ka a leɛ yɔgere. The load was tied but it is loose again.,
yɔgevaa,yɔ́gɪváárɪ̀,,,,
yɔgevaare,yɔ̀gváárɪ,,,,
waabo,yɔ̀gɪváárɪ̀	-̀ wáábʊ̀,n,,,
yɔgoo,yɔ̀gʊ́ʊ́,n,,,
yɔgoo,yɔ̀gʊ́ʊ́,n,,,
yɔkɔɔloŋ,yɔ̌kɔ́ɔ́lʊ́ŋ,n,,,
yɔle,yɔ́lɪ,,,,
yɔlpelaa,yɔ̀lpɪláà,,,,
yɔlzeɛ,yɔ̀lzɪɛ́,,,,
yɔmɔ,yɔ́mɔ́,adj,,,
yɔɔ,yɔ́ɔ̀,n,,,
yɔɔ,yɔ́ɔ̀,n,,,
yɔɔ,yɔ́ɔ́,v,,,
yɔɔ,yɔ̀ɔ̀,adv,,,
yɔɔdɔɔ,yɔ́ɔ́dɔ́ɔ́,n,,,
yɔɔlee,yɔ́ɔ́léé,n,,,
yɔɔpɔge,yɔ́ɔ́pɔ́gɪ,,,,
yɔɔpuulee,yɔ́ɔ̀púúléé,n,,,
yɔɔre,yɔ́ɔ́rɪ,,,,
yɔre,yɔ̀rɪ,,,,
Yɔrebaa,yɔ̀rɪbáá,,,,
yɔrebɔnɔ,yɔ̀rɪbɔ̀ ̀nɔ́,adv,,,
yuli,yúlí,v,,,
yuloo,yúlóó,n,,,
yuo,yùò,v,,,
yuo,yúó,adj,,Zenɛ kpare yuo la ka a baala su. Today the patient is wearing a different shirt.,
yuonaa,yùònáá,adv,,,
Yuoni,yúóní,n,,,
yuoni,yúóní,n,,,
yuoni,yúóní,n,,,
ŋa,yúóní ŋá,adv,,,
yuori,yǔórì,n,,,
yuuli,yùùlì,v,,,
za,zá,v,,,
za,zá,v,,,
zaa,zàá,adj,,A kõɔ zaa ka ba nyu. They have drank all the water. Var. haa,
zãa,zã́ã̀,adv,,,
